time_group,x,y,timestamp,weather
2023-03-31 21:00:00,127.37979520285715,36.36466023357143,1680296400,맑음
2023-04-01 00:00:00,127.38942735937287,36.34414476105085,1680307200,맑음
2023-04-01 03:00:00,127.38906795114538,36.34480406339207,1680318000,튼구름
2023-04-01 06:00:00,127.3995303452193,36.34818330254386,1680328800,구름조금
2023-04-01 09:00:00,127.39801703758172,36.34617940238562,1680339600,구름조금
2023-04-01 12:00:00,127.39784402035136,36.34410751008108,1680350400,맑음
2023-04-01 15:00:00,127.39787236043688,36.34527245584951,1680361200,약간의 구름이 낀 하늘
2023-04-01 18:00:00,127.39338578898496,36.345908047368425,1680372000,맑음
2023-04-01 21:00:00,127.39590825270142,36.34497078124802,1680382800,맑음
2023-04-02 00:00:00,127.38760494750406,36.34633825332253,1680393600,맑음
2023-04-02 03:00:00,127.38760545167968,36.347119353984375,1680404400,맑음
2023-04-02 06:00:00,127.40059597789772,36.34332187363636,1680415200,맑음
2023-04-02 09:00:00,127.39374178722944,36.34512908467533,1680426000,맑음
2023-04-02 12:00:00,127.39564067103343,36.34407746550152,1680436800,맑음
2023-04-02 15:00:00,127.3950849530362,36.34551603239554,1680447600,맑음
2023-04-02 18:00:00,127.40055909310492,36.34355249674518,1680458400,맑음
2023-04-02 21:00:00,127.39368266402278,36.346224485825424,1680469200,맑음
2023-04-03 00:00:00,127.3910967825256,36.34364840116041,1680480000,맑음
2023-04-03 03:00:00,127.38277416019608,36.3481310727451,1680490800,맑음
2023-04-03 06:00:00,127.397767183057,36.34818572108808,1680501600,약간의 구름이 낀 하늘
2023-04-03 09:00:00,127.3895696933218,36.34654132058823,1680512400,튼구름
2023-04-03 12:00:00,127.39196423967032,36.34339243282967,1680523200,온흐림
2023-04-03 15:00:00,127.40037286109892,36.34688265131868,1680534000,온흐림
2023-04-03 18:00:00,127.39252199773549,36.34619918841684,1680544800,온흐림
2023-04-03 21:00:00,127.3939405551049,36.34486499036713,1680555600,온흐림
2023-04-04 00:00:00,127.38609177214092,36.348365434498646,1680566400,온흐림
2023-04-04 03:00:00,127.38382960900002,36.35114661314286,1680577200,온흐림
2023-04-04 06:00:00,127.3921225611915,36.35447946459575,1680588000,온흐림
2023-04-04 09:00:00,127.38682003927336,36.34603458743944,1680598800,실 비
2023-04-04 12:00:00,127.38907778515816,36.342941727591246,1680609600,보통 비
2023-04-04 15:00:00,127.39227142225224,36.343416675067566,1680620400,실 비
2023-04-04 18:00:00,127.39121056630314,36.34728886889094,1680631200,보통 비
2023-04-04 21:00:00,127.39295516873456,36.344882988256174,1680642000,보통 비
2023-04-05 00:00:00,127.3876920240682,36.34562768165909,1680652800,실 비
2023-04-05 03:00:00,127.38362839487654,36.3445276458642,1680663600,보통 비
2023-04-05 06:00:00,127.39974423757847,36.34792978309417,1680674400,실 비
2023-04-05 09:00:00,127.38987716691176,36.350317527867645,1680685200,온흐림
2023-04-05 12:00:00,127.38999149505588,36.34407196351955,1680696000,온흐림
2023-04-05 15:00:00,127.39827355898171,36.34669339853786,1680706800,온흐림
2023-04-05 18:00:00,127.3925865344,36.34708736644,1680717600,온흐림
2023-04-05 21:00:00,127.39149535733442,36.34739470437803,1680728400,온흐림
2023-04-06 00:00:00,127.38826209322816,36.34810586968447,1680739200,온흐림
2023-04-06 03:00:00,127.38628837006137,36.34637219588957,1680750000,온흐림
2023-04-06 06:00:00,127.39737647582996,36.35544679680162,1680760800,온흐림
2023-04-06 09:00:00,127.38265888425674,36.34859516783784,1680771600,온흐림
2023-04-06 12:00:00,127.39260141495306,36.3477898286385,1680782400,실 비
2023-04-06 15:00:00,127.40057072660932,36.34548724987715,1680793200,실 비
2023-04-06 18:00:00,127.39102009238589,36.34523460141079,1680804000,구름조금
2023-04-06 21:00:00,127.3886778219591,36.34863545533219,1680814800,맑음
2023-04-07 00:00:00,127.3857965939423,36.34650718961538,1680825600,약간의 구름이 낀 하늘
2023-04-07 03:00:00,127.38933193972414,36.34673229344828,1680836400,맑음
2023-04-07 06:00:00,127.39486348192118,36.35165921408867,1680847200,튼구름
2023-04-07 09:00:00,127.389868308893,36.347733477749074,1680858000,맑음
2023-04-07 12:00:00,127.39392176592698,36.34236577755618,1680868800,맑음
2023-04-07 15:00:00,127.4000978640884,36.34610926444751,1680879600,맑음
2023-04-07 18:00:00,127.39571914634546,36.34492544054545,1680890400,맑음
2023-04-07 21:00:00,127.39285952005557,36.34288875193055,1680901200,맑음
2023-04-08 00:00:00,127.3871711198223,36.34388493261712,1680912000,맑음
2023-04-08 03:00:00,127.38984326866108,36.34761871297072,1680922800,약간의 구름이 낀 하늘
2023-04-08 06:00:00,127.40401568994594,36.342660310810814,1680933600,맑음
2023-04-08 09:00:00,127.39517969883268,36.34234878326848,1680944400,맑음
2023-04-08 12:00:00,127.39532137976744,36.34590468098837,1680955200,맑음
2023-04-08 15:00:00,127.3958067936088,36.34403916647383,1680966000,맑음
2023-04-08 18:00:00,127.39187169038397,36.34184685499165,1680976800,약간의 구름이 낀 하늘
2023-04-08 21:00:00,127.38925643220082,36.34289903705639,1680987600,약간의 구름이 낀 하늘
2023-04-09 00:00:00,127.38641045413692,36.34411235991071,1680998400,맑음
2023-04-09 03:00:00,127.385113265375,36.34308960379167,1681009200,맑음
2023-04-09 06:00:00,127.39372256233872,36.35132997903226,1681020000,맑음
2023-04-09 09:00:00,127.38996537033896,36.35244830944915,1681030800,맑음
2023-04-09 12:00:00,127.39606858779764,36.34468282050595,1681041600,맑음
2023-04-09 15:00:00,127.39620430410764,36.34420673008498,1681052400,맑음
2023-04-09 18:00:00,127.39467364171806,36.34768056881057,1681063200,맑음
2023-04-09 21:00:00,127.39042912045726,36.34201022326044,1681074000,구름조금
2023-04-10 00:00:00,127.38571636835736,36.34573777285303,1681084800,약간의 구름이 낀 하늘
2023-04-10 03:00:00,127.39094096307691,36.34710012384616,1681095600,맑음
2023-04-10 06:00:00,127.39998334769231,36.34512600380567,1681106400,맑음
2023-04-10 09:00:00,127.39565892381412,36.34583707,1681117200,맑음
2023-04-10 12:00:00,127.38806922640188,36.34879425827103,1681128000,맑음
2023-04-10 15:00:00,127.39497596921518,36.34825129437974,1681138800,맑음
2023-04-10 18:00:00,127.39675146134536,36.35152622845381,1681149600,튼구름
2023-04-10 21:00:00,127.39143273414894,36.34692590182624,1681160400,온흐림
2023-04-11 00:00:00,127.38948195888172,36.34802621974194,1681171200,튼구름
2023-04-11 03:00:00,127.39021183728914,36.3428558,1681182000,온흐림
2023-04-11 06:00:00,127.39350617382978,36.357670999659575,1681192800,실 비
2023-04-11 09:00:00,127.38243344299296,36.34634485302816,1681203600,실 비
2023-04-11 12:00:00,127.39108964171504,36.34545453485488,1681214400,온흐림
2023-04-11 15:00:00,127.39478592587012,36.345352465532464,1681225200,구름조금
2023-04-11 18:00:00,127.39028389015904,36.350080707355865,1681236000,맑음
2023-04-11 21:00:00,127.38737806832512,36.34912293068966,1681246800,맑음
2023-04-12 00:00:00,127.38840384813398,36.34784970966507,1681257600,맑음
2023-04-12 03:00:00,127.39033088609756,36.34859535504066,1681268400,맑음
2023-04-12 06:00:00,127.39454373547083,36.35153757659193,1681279200,맑음
